customer_age,tenure_months,monthly_charge,total_charges,avg_monthly_usage_gb,num_products,has_streaming,has_security_pack,support_tickets,late_payments,contract_type,payment_method,internet_service,region,is_promo
26,54,70.56,3864.5,99.36,2,1,0,1,0,mensual,debito,fibra,norte,0
27,39,101.58,3979.77,141.92,1,1,0,3,0,bianual,debito,movil,sur,0
73,64,46.57,3148.06,173.62,4,1,1,2,0,mensual,efectivo,cable,centro,0
75,25,68.66,1815.05,162.62,4,0,0,1,0,mensual,debito,movil,centro,0
66,68,50.61,3449.61,164.57,2,1,1,2,1,mensual,credito,ninguno,centro,0
74,61,55.15,3573.98,125.68,4,0,0,1,0,mensual,debito,movil,norte,0
52,24,64.11,1605.52,115.27,2,0,0,2,2,mensual,debito,fibra,centro,1
22,35,89.25,3195.89,133.61,3,1,1,1,0,anual,efectivo,movil,centro,1
66,39,97.42,3979.76,81.81,2,1,1,1,0,mensual,debito,cable,oeste,0
49,56,73.07,4194.73,175.6,2,0,0,2,1,mensual,credito,cable,oeste,0
25,50,58.22,2936.91,43.48,4,1,1,2,0,bianual,debito,fibra,oeste,0
59,62,109.87,6802.59,94.78,1,1,0,1,2,mensual,credito,movil,centro,0
33,27,57.3,1304.81,118.19,2,1,1,3,0,anual,transferencia,fibra,sur,0
18,37,54.72,1803.16,143.48,4,1,1,0,0,bianual,credito,movil,centro,0
24,32,33.05,1043.51,152.88,2,1,0,0,0,mensual,credito,fibra,sur,0
19,66,90.13,5881.95,194.45,4,0,1,0,0,mensual,credito,cable,oeste,0
45,22,82.43,1815.72,123.89,2,0,0,4,2,mensual,debito,fibra,centro,0
22,43,108.52,4788.41,84.1,3,0,0,1,1,anual,credito,fibra,centro,1
52,9,39.99,267.2,112.75,4,1,0,3,0,mensual,efectivo,ninguno,centro,0
60,62,91.25,5468.34,104.03,3,1,1,1,1,bianual,transferencia,cable,centro,1
62,28,66.26,1699.38,146.0,4,0,0,0,0,anual,debito,fibra,centro,0
75,25,79.51,1869.65,66.65,1,0,0,2,0,anual,transferencia,cable,norte,1
76,42,35.34,1347.46,111.23,4,1,0,1,1,bianual,transferencia,movil,sur,0
22,36,91.43,3296.66,201.13,3,0,1,3,0,mensual,transferencia,cable,oeste,1
39,62,79.16,5092.6,128.99,4,1,0,1,0,anual,transferencia,fibra,centro,0
26,39,64.3,2581.48,67.35,2,1,1,0,1,anual,efectivo,movil,norte,1
36,38,76.61,2993.83,103.01,3,1,0,2,0,anual,debito,fibra,sur,1
46,8,51.22,436.06,8.35,4,1,0,2,2,anual,credito,cable,centro,1
70,2,54.57,50.0,117.06,2,1,1,1,0,mensual,efectivo,cable,oeste,0
44,29,56.66,1912.02,202.38,2,1,1,2,1,anual,credito,cable,oeste,1
33,72,31.65,2240.65,60.67,3,1,1,2,3,anual,transferencia,fibra,norte,1
30,67,80.51,5487.28,47.2,1,0,1,1,0,anual,credito,fibra,sur,1
63,46,86.45,3708.15,87.34,3,0,1,2,0,bianual,debito,ninguno,norte,1
30,46,52.38,2398.8,166.07,1,1,1,0,0,mensual,efectivo,movil,norte,1
61,29,71.27,2046.2,205.23,3,0,0,2,0,bianual,credito,movil,sur,1
26,13,60.22,750.81,142.41,4,1,0,3,0,mensual,credito,movil,centro,1
78,1,70.91,50.0,55.7,4,0,1,1,0,mensual,debito,fibra,centro,0
33,25,53.7,1366.3,118.89,4,1,1,2,1,mensual,efectivo,cable,norte,1
78,23,49.1,1275.68,209.47,2,1,1,3,0,mensual,debito,fibra,sur,1
69,14,83.94,1427.14,104.45,4,0,1,3,0,mensual,efectivo,fibra,centro,0
50,19,63.85,1411.01,127.02,3,0,1,3,1,mensual,debito,fibra,centro,0
45,2,101.4,354.55,132.03,2,1,1,2,1,anual,efectivo,fibra,sur,0
35,44,65.83,3101.58,42.71,3,0,0,1,1,bianual,credito,fibra,norte,0
73,67,48.33,3457.23,169.9,3,0,0,1,1,anual,transferencia,fibra,centro,0
75,50,87.08,4243.16,162.69,1,0,0,0,1,mensual,credito,cable,norte,1
69,33,76.35,2549.75,20.32,3,1,1,3,0,bianual,debito,ninguno,centro,0
69,31,78.08,2267.31,53.47,3,1,0,3,2,anual,debito,fibra,oeste,0
50,23,86.43,2052.53,71.51,1,1,1,1,0,anual,transferencia,fibra,norte,1
49,11,53.25,556.22,157.42,1,1,1,2,0,mensual,credito,fibra,centro,1
68,44,62.71,2740.69,82.44,1,1,1,4,2,anual,credito,movil,centro,1
51,41,61.91,2505.48,140.07,4,1,1,2,0,mensual,debito,fibra,centro,0
28,1,41.77,50.0,110.91,2,1,0,0,1,mensual,transferencia,cable,sur,0
19,30,60.26,1578.73,123.56,2,1,1,1,1,mensual,credito,fibra,norte,1
57,21,89.05,1972.75,144.8,2,1,1,4,0,anual,transferencia,movil,centro,0
74,13,69.27,819.65,133.62,3,0,0,1,0,mensual,credito,cable,sur,0
75,51,40.77,2202.02,119.05,2,1,0,0,0,mensual,credito,fibra,centro,0
40,38,36.99,1386.27,136.35,4,1,1,0,0,anual,credito,ninguno,oeste,0
55,46,94.97,4178.28,130.85,2,0,1,1,0,mensual,debito,cable,oeste,1
55,52,63.37,3127.17,109.52,4,0,0,1,0,mensual,efectivo,fibra,centro,1
47,71,53.35,3707.25,98.44,3,0,0,0,0,bianual,credito,cable,oeste,0
54,58,60.07,3372.74,214.02,3,0,1,1,1,bianual,credito,fibra,oeste,1
57,45,38.41,1717.84,97.86,4,0,0,5,0,bianual,credito,movil,centro,1
24,64,90.62,5829.93,188.35,4,1,1,5,1,anual,credito,fibra,sur,1
26,35,57.93,2068.36,85.74,4,1,0,3,1,mensual,transferencia,movil,norte,0
32,71,89.61,6389.69,160.51,4,0,0,1,1,mensual,transferencia,movil,sur,0
35,55,65.93,3732.23,209.19,2,1,0,3,3,mensual,transferencia,cable,sur,1
59,47,90.73,4384.64,103.12,4,1,0,2,1,bianual,debito,fibra,oeste,1
33,66,69.62,4483.37,86.63,2,1,0,2,0,mensual,transferencia,fibra,oeste,0
62,38,80.36,2829.91,98.54,2,1,1,3,0,mensual,efectivo,movil,sur,1
25,52,77.94,3971.46,119.03,1,1,0,3,1,anual,efectivo,cable,centro,0
52,21,76.22,1610.63,136.09,2,0,1,5,2,anual,debito,ninguno,centro,1
61,70,71.26,4925.14,118.0,3,0,0,2,0,mensual,credito,cable,centro,1
65,45,60.81,2812.41,99.0,4,1,1,5,1,bianual,efectivo,cable,centro,1
56,57,99.48,5510.5,217.73,1,1,1,2,1,anual,transferencia,ninguno,centro,1
64,34,48.68,1844.76,109.98,3,0,0,3,0,bianual,debito,cable,centro,0
71,63,65.08,4194.16,88.99,4,1,1,3,0,mensual,transferencia,fibra,centro,0
52,6,65.27,345.39,161.53,4,1,0,3,0,mensual,transferencia,movil,sur,0
60,9,72.24,558.53,162.32,2,1,1,1,1,mensual,transferencia,fibra,sur,0
30,37,57.27,2100.76,190.62,2,1,1,1,0,mensual,credito,cable,centro,0
67,53,70.67,3883.24,216.39,3,0,0,2,2,mensual,credito,fibra,oeste,0
31,59,61.96,3607.74,137.31,3,0,1,1,1,mensual,transferencia,ninguno,centro,0
26,32,36.52,1098.85,105.59,2,0,0,0,3,mensual,credito,ninguno,centro,1
25,47,65.17,3062.4,24.89,3,0,1,1,1,mensual,transferencia,movil,sur,0
21,40,45.19,1656.95,73.11,1,1,0,0,2,mensual,debito,fibra,sur,0
68,70,33.78,2493.67,130.43,2,1,0,3,3,mensual,debito,cable,centro,1
40,48,67.46,3312.65,60.95,4,1,0,2,1,mensual,transferencia,fibra,oeste,1
28,31,73.78,2395.87,40.74,2,1,0,4,1,mensual,debito,fibra,centro,1
25,70,74.48,5379.86,123.29,2,1,1,2,1,mensual,debito,movil,norte,1
52,8,75.21,506.8,158.84,4,0,1,3,1,bianual,transferencia,fibra,oeste,0
64,71,30.21,2146.77,107.68,2,1,1,2,2,mensual,transferencia,fibra,norte,0
22,12,40.5,474.64,164.84,2,1,0,4,2,anual,transferencia,cable,centro,0
44,21,100.52,2301.04,150.83,4,1,1,3,0,mensual,debito,movil,centro,1
44,60,46.15,2719.27,177.46,4,1,1,0,0,mensual,credito,fibra,oeste,1
75,53,76.0,3813.18,228.67,2,1,1,5,0,mensual,debito,cable,norte,0
18,70,52.64,3629.59,250.7,1,0,0,1,1,mensual,debito,movil,centro,1
23,54,66.43,3693.54,156.58,3,0,0,3,0,anual,debito,fibra,sur,1
32,46,53.6,2529.56,97.01,1,1,0,2,1,bianual,credito,movil,sur,1
75,25,75.11,1866.52,123.09,3,1,1,4,3,mensual,credito,cable,sur,1
19,1,67.46,50.0,198.66,2,0,1,4,0,mensual,debito,fibra,sur,1
62,9,56.93,553.29,75.34,4,0,0,4,3,anual,transferencia,fibra,oeste,0
45,22,46.1,1082.14,192.38,2,1,1,1,1,anual,efectivo,fibra,centro,0
67,3,69.82,235.5,111.5,4,1,0,2,1,mensual,debito,movil,oeste,0
32,37,43.17,1555.42,131.36,1,0,0,2,0,mensual,transferencia,cable,centro,1
48,56,72.69,4066.92,79.62,1,1,1,2,0,mensual,credito,fibra,sur,0
47,70,112.28,7793.98,53.81,2,0,0,2,0,mensual,credito,fibra,norte,0
40,36,89.3,3338.87,106.06,3,0,1,1,0,mensual,credito,movil,sur,1
38,64,77.93,4971.72,185.15,1,1,1,2,0,mensual,transferencia,fibra,sur,0
62,71,63.46,4393.46,84.9,3,0,0,1,0,anual,debito,fibra,norte,0
27,62,30.1,2137.33,200.63,3,1,1,1,0,mensual,credito,ninguno,norte,1
77,34,41.2,1313.39,91.36,1,0,0,3,2,mensual,debito,fibra,norte,1
72,24,88.09,2006.97,66.59,4,1,1,0,0,mensual,debito,movil,sur,0
19,71,50.78,3460.96,132.68,4,1,0,1,1,anual,credito,fibra,norte,0
72,18,52.41,860.93,153.95,2,0,0,3,0,mensual,debito,fibra,sur,0
54,30,62.02,1950.15,129.4,2,1,0,3,0,mensual,transferencia,fibra,centro,0
74,6,45.88,85.55,127.55,2,1,0,3,1,mensual,credito,movil,norte,0
33,58,42.92,2508.69,200.15,3,0,0,1,1,mensual,debito,movil,norte,0
69,47,64.09,2942.28,124.75,3,0,1,1,0,mensual,transferencia,fibra,centro,0
42,7,48.95,245.27,96.48,2,1,1,1,0,mensual,debito,movil,oeste,1
47,16,51.66,617.89,63.35,3,1,0,1,1,mensual,transferencia,movil,sur,0
53,40,50.94,2032.29,183.68,1,0,0,2,2,mensual,debito,cable,centro,0
65,39,74.4,2695.96,98.72,2,1,0,3,0,mensual,debito,cable,sur,1
31,58,60.82,3493.88,103.59,2,1,1,2,1,mensual,transferencia,cable,centro,0
19,20,61.79,1276.77,172.59,2,1,1,1,2,mensual,efectivo,fibra,norte,0
18,67,75.75,4804.17,222.71,1,1,1,1,0,bianual,credito,movil,centro,0
72,33,62.44,2143.78,132.57,1,1,1,2,1,mensual,debito,cable,centro,1
22,60,59.99,3362.12,113.15,4,0,1,0,0,anual,transferencia,movil,sur,0
22,18,73.47,1540.37,119.72,2,0,0,1,1,mensual,debito,movil,oeste,1
19,3,77.03,207.78,97.22,3,1,1,4,0,bianual,transferencia,movil,sur,1
38,4,62.35,145.84,102.21,4,1,0,2,1,anual,debito,movil,norte,0
20,27,66.45,1818.74,102.48,1,1,1,1,0,mensual,debito,ninguno,centro,1
46,69,50.93,3406.04,165.54,2,1,1,2,1,anual,debito,cable,norte,0
28,4,49.51,50.0,115.59,2,0,0,0,0,mensual,debito,movil,norte,0
34,27,78.84,2265.29,187.97,3,1,0,6,1,bianual,transferencia,movil,sur,1
45,8,73.01,542.4,114.19,4,1,0,1,2,mensual,credito,fibra,centro,0
47,68,73.2,4986.68,101.65,3,1,1,1,0,anual,debito,cable,oeste,1
45,49,70.06,3413.1,183.89,3,1,0,0,0,bianual,debito,cable,centro,0
22,55,65.83,3520.99,121.08,1,1,0,1,1,mensual,debito,fibra,oeste,0
18,52,77.54,3898.04,113.68,2,1,1,0,2,bianual,credito,cable,centro,0
64,48,81.83,4015.38,121.68,3,0,1,0,0,mensual,credito,fibra,norte,0
19,56,81.4,4619.88,193.33,3,1,1,1,2,anual,debito,fibra,centro,1
42,1,63.19,57.99,135.3,3,1,1,0,1,mensual,transferencia,cable,centro,0
33,63,89.97,5790.72,182.47,2,1,1,1,1,mensual,credito,fibra,norte,0
20,54,69.11,3723.01,108.27,2,1,0,1,0,mensual,efectivo,movil,sur,1
21,54,76.38,4258.64,174.47,2,0,0,2,1,anual,credito,cable,norte,0
24,29,70.08,2209.43,131.88,2,1,1,1,0,anual,debito,fibra,sur,1
30,58,69.45,4158.01,164.13,1,1,0,1,0,mensual,debito,fibra,centro,0
64,28,51.76,1498.54,168.33,3,0,1,3,1,mensual,efectivo,fibra,centro,0
20,4,77.62,189.32,72.92,3,1,1,3,1,mensual,debito,cable,sur,0
67,66,116.22,7723.73,123.6,4,1,0,4,1,anual,debito,movil,norte,1
23,17,58.25,933.37,167.86,1,0,0,3,0,mensual,credito,cable,centro,0
28,8,66.28,616.66,175.82,2,0,1,1,4,mensual,credito,fibra,norte,0
58,45,56.97,2757.49,182.67,2,1,0,2,1,bianual,credito,cable,norte,0
75,17,56.22,944.92,125.24,4,0,0,3,1,bianual,transferencia,ninguno,centro,0
26,62,92.8,5619.23,197.01,4,0,0,1,0,mensual,debito,movil,centro,0
58,32,52.89,1776.65,87.14,2,1,0,0,0,mensual,transferencia,movil,centro,1
45,1,56.47,55.47,45.26,2,0,0,3,0,anual,efectivo,fibra,norte,1
66,69,36.43,2698.03,106.12,1,0,0,0,0,mensual,debito,fibra,oeste,1
67,38,51.36,1958.17,179.79,2,1,0,0,1,mensual,debito,cable,oeste,0
62,19,34.25,642.31,65.69,1,1,0,0,1,bianual,efectivo,fibra,oeste,1
21,49,76.37,3753.64,46.51,2,0,1,0,0,mensual,debito,cable,norte,0
36,39,115.39,4537.17,33.97,2,0,1,1,1,mensual,credito,fibra,norte,0
34,3,58.4,50.0,156.8,1,0,1,1,1,mensual,debito,movil,centro,0
61,55,35.0,1827.61,47.62,4,1,1,0,0,bianual,credito,movil,sur,0
56,29,81.2,2487.64,147.45,3,1,0,0,1,anual,transferencia,ninguno,sur,0
49,51,51.92,2569.67,103.6,3,0,0,3,1,mensual,transferencia,movil,centro,0
28,65,88.39,5741.86,81.47,3,1,1,2,0,anual,credito,fibra,oeste,0
26,44,59.92,2608.98,70.06,2,1,0,0,1,bianual,debito,cable,centro,1
49,49,53.63,2545.45,130.31,2,1,0,0,0,anual,credito,movil,norte,0
78,19,61.8,1154.87,82.29,4,1,0,0,1,mensual,credito,fibra,norte,0
60,18,78.64,1292.91,119.75,2,1,0,2,0,mensual,credito,fibra,norte,0
28,30,60.91,1649.59,140.07,3,1,0,3,1,anual,credito,fibra,norte,0
75,62,56.06,3500.45,150.63,3,0,1,1,1,mensual,efectivo,fibra,norte,0
34,38,61.42,2527.37,166.72,1,0,1,1,0,mensual,debito,cable,norte,0
77,26,42.11,1184.52,128.24,4,0,0,3,0,anual,debito,fibra,sur,0
66,57,72.15,4204.71,67.5,1,1,1,1,1,anual,transferencia,fibra,norte,1
27,62,32.84,2162.6,143.29,2,1,1,3,1,mensual,credito,cable,oeste,0
21,65,57.01,3730.32,152.81,4,0,0,2,0,mensual,debito,movil,centro,0
71,22,78.67,1733.58,110.92,3,0,1,1,1,mensual,efectivo,fibra,oeste,0
18,52,70.45,3560.29,105.6,4,1,1,3,2,mensual,credito,movil,centro,0
21,43,75.63,3346.67,243.76,4,1,1,1,1,mensual,credito,ninguno,centro,0
47,33,63.83,2139.64,55.35,3,1,0,1,0,mensual,transferencia,fibra,centro,1
45,29,86.06,2413.15,144.68,2,1,0,2,1,mensual,credito,cable,centro,1
44,9,81.64,696.97,172.3,1,1,1,1,0,mensual,credito,fibra,sur,0
46,20,73.03,1325.42,102.94,3,0,1,0,1,bianual,debito,cable,centro,1
31,40,81.7,3331.03,111.57,2,1,0,1,1,mensual,credito,movil,norte,0
23,64,78.51,5210.02,99.93,3,1,1,1,0,mensual,credito,fibra,centro,0
41,63,57.09,3461.12,120.01,3,1,1,3,1,mensual,transferencia,movil,sur,1
37,14,40.81,696.74,164.97,1,0,1,0,1,mensual,credito,fibra,norte,1
42,49,72.57,3701.03,110.09,2,1,1,0,0,mensual,debito,movil,centro,0
65,7,74.83,384.26,275.53,4,1,1,2,0,bianual,transferencia,cable,norte,1
18,49,84.63,3898.77,97.36,2,1,0,1,0,anual,debito,fibra,oeste,1
31,25,48.15,1211.3,188.88,4,0,0,2,0,mensual,transferencia,ninguno,centro,1
73,33,48.68,1585.59,147.2,3,0,1,0,1,mensual,transferencia,cable,centro,0
56,52,73.28,3784.13,125.42,2,1,1,1,2,mensual,credito,fibra,norte,0
49,31,63.72,2110.52,193.54,4,0,1,0,0,mensual,credito,movil,centro,1
76,59,31.06,1790.3,40.0,3,1,0,1,0,mensual,debito,fibra,norte,0
43,39,71.75,3088.57,141.26,3,1,0,0,0,mensual,credito,movil,sur,1
21,72,31.66,2095.22,84.18,2,0,0,2,1,mensual,debito,fibra,centro,0
75,46,47.99,2103.46,98.2,4,1,0,4,0,mensual,credito,cable,norte,1
18,22,89.33,1860.55,95.85,2,0,1,2,0,bianual,debito,cable,centro,0
65,56,97.85,5457.12,71.81,3,1,0,0,1,mensual,credito,cable,centro,1
34,30,43.12,1464.05,37.37,4,0,1,3,0,bianual,debito,cable,oeste,0
65,39,59.07,2169.71,139.44,3,1,1,6,0,mensual,debito,fibra,centro,0
23,10,65.77,549.28,116.71,3,1,0,2,0,anual,credito,cable,sur,0
36,9,97.06,797.38,104.97,1,1,1,1,0,anual,transferencia,fibra,oeste,1
23,42,56.13,2346.69,157.96,2,0,1,1,1,anual,debito,movil,centro,0
54,14,56.42,809.27,142.6,2,1,0,2,1,anual,credito,fibra,sur,0
43,72,92.88,6640.53,106.66,4,0,0,0,0,mensual,transferencia,movil,sur,1
31,62,58.25,3456.84,272.55,4,0,0,1,1,mensual,credito,movil,sur,0
57,51,78.0,3966.33,170.9,2,1,1,0,0,bianual,credito,movil,norte,0
18,53,38.41,2207.76,242.24,2,1,1,1,0,mensual,debito,fibra,centro,1
63,43,61.92,2772.41,99.25,1,1,1,1,1,anual,debito,movil,oeste,0
23,5,35.13,120.82,132.48,2,0,0,2,1,bianual,debito,cable,sur,1
24,29,46.0,1342.57,58.09,1,1,1,2,1,mensual,efectivo,ninguno,norte,0
35,36,80.11,2943.88,103.48,1,1,1,5,1,bianual,debito,fibra,norte,1
52,66,64.1,4336.8,90.8,4,1,1,0,1,mensual,debito,movil,centro,0
69,16,59.26,1132.3,269.78,3,1,1,0,2,mensual,debito,cable,sur,0
61,36,51.52,1886.95,85.38,2,1,0,1,0,anual,transferencia,ninguno,sur,1
38,25,61.03,1385.04,108.3,2,1,1,1,0,anual,credito,fibra,centro,1
55,10,70.42,520.54,47.32,2,0,0,1,2,mensual,transferencia,fibra,centro,0
68,8,82.69,733.86,146.69,4,1,1,1,0,mensual,credito,movil,norte,0
46,27,17.75,305.55,74.99,3,1,1,3,0,anual,transferencia,fibra,centro,0
63,6,50.03,398.07,165.93,3,1,0,2,0,anual,efectivo,cable,norte,0
44,5,67.86,267.74,30.58,3,1,1,1,0,anual,credito,fibra,centro,0
44,26,63.22,1497.9,113.92,3,0,0,0,1,mensual,efectivo,ninguno,centro,1
65,15,72.26,1145.49,27.71,2,1,0,1,2,mensual,efectivo,cable,sur,0
66,40,69.82,2670.04,95.47,4,1,0,2,0,mensual,debito,fibra,oeste,1
32,2,59.51,175.67,105.64,4,1,1,0,1,mensual,credito,movil,centro,1
24,22,55.52,1243.36,90.05,2,0,1,3,1,bianual,credito,fibra,oeste,0
29,33,60.58,1770.97,94.99,2,1,1,2,0,mensual,transferencia,fibra,sur,1
73,70,85.68,6167.54,168.56,4,1,0,3,1,mensual,transferencia,movil,oeste,0
21,46,51.82,2538.96,228.72,1,1,0,1,0,bianual,transferencia,fibra,centro,0
67,64,63.87,4201.87,136.97,2,1,0,1,1,mensual,debito,fibra,sur,1
42,25,68.3,1824.25,77.0,4,0,0,0,0,anual,transferencia,cable,centro,1
70,33,93.09,2984.53,123.2,3,1,1,2,0,mensual,debito,fibra,oeste,0
58,31,59.59,1986.39,102.29,1,0,0,2,0,mensual,credito,ninguno,oeste,1
61,64,82.26,5355.6,164.47,2,0,0,2,0,anual,debito,movil,sur,0
49,70,87.18,5851.55,134.39,4,1,0,1,1,bianual,transferencia,movil,norte,1
43,70,63.85,4353.65,41.11,3,1,1,1,1,anual,transferencia,movil,sur,1
23,55,61.21,3275.59,174.9,4,1,0,1,0,mensual,debito,movil,oeste,0
37,37,59.08,2363.29,168.34,4,0,1,2,3,mensual,transferencia,fibra,oeste,0
78,39,60.4,2239.7,194.75,4,1,0,4,0,bianual,transferencia,cable,sur,0
43,71,80.38,5636.58,94.18,3,1,1,3,3,mensual,debito,movil,norte,1
40,21,69.16,1298.28,135.05,1,1,1,0,0,mensual,credito,cable,centro,0
78,25,69.24,1673.7,60.76,2,1,0,2,0,mensual,debito,ninguno,norte,1
18,65,44.75,3032.88,117.44,1,1,0,2,0,mensual,debito,movil,norte,1
56,28,47.59,1161.72,139.85,2,0,0,0,0,mensual,transferencia,fibra,centro,0
54,17,103.58,1817.48,88.2,1,1,1,0,0,bianual,debito,cable,norte,1
60,41,61.8,2428.57,137.12,3,0,1,5,0,mensual,credito,fibra,centro,0
18,24,51.05,1451.23,128.4,2,1,1,3,1,mensual,debito,movil,oeste,1
67,65,90.76,5913.19,97.51,4,1,0,1,1,bianual,debito,ninguno,norte,1
72,66,70.07,4614.53,189.87,4,1,1,0,2,bianual,credito,cable,centro,1
57,23,75.41,1664.72,108.28,1,1,1,2,1,bianual,credito,fibra,centro,1
54,39,62.52,2464.07,126.64,2,1,0,0,1,anual,transferencia,fibra,centro,0
50,71,59.26,4030.95,46.65,2,1,0,1,2,bianual,debito,fibra,oeste,1
38,54,61.95,3356.98,145.96,1,1,0,0,3,mensual,credito,cable,norte,0
73,16,40.11,571.35,96.16,3,1,0,3,0,bianual,transferencia,ninguno,oeste,0
38,43,63.42,2651.45,167.86,1,1,1,1,3,mensual,credito,fibra,centro,0
66,45,70.33,3412.02,54.44,4,0,1,3,3,mensual,transferencia,movil,norte,0
24,48,98.31,4887.35,141.53,2,1,1,1,0,mensual,debito,movil,centro,1
25,2,66.55,308.33,10.9,2,1,0,1,1,mensual,transferencia,movil,centro,0
43,22,22.98,607.59,150.79,1,1,0,2,0,anual,credito,fibra,norte,0
19,62,63.31,3974.18,111.26,3,0,0,3,0,bianual,transferencia,fibra,oeste,0
48,18,114.31,2233.71,139.97,4,0,1,0,1,mensual,debito,fibra,norte,1
53,22,80.59,1812.35,89.99,2,0,0,1,0,bianual,debito,fibra,norte,1
27,24,50.4,1283.79,72.54,1,0,0,1,2,anual,credito,fibra,centro,0
54,13,75.64,1149.74,98.27,4,1,1,1,0,mensual,credito,cable,centro,0
59,12,51.64,717.62,129.6,2,0,1,2,0,anual,debito,movil,centro,1
29,25,40.63,1068.96,148.83,3,1,1,3,0,mensual,debito,fibra,centro,0
37,63,58.73,3795.47,135.19,4,1,1,3,0,mensual,debito,cable,centro,1
67,1,66.65,79.97,73.16,3,1,1,1,1,mensual,debito,cable,centro,0
22,21,31.3,718.24,211.88,3,1,1,0,0,bianual,debito,fibra,sur,1
58,5,44.32,294.09,136.64,3,1,0,0,1,mensual,transferencia,fibra,sur,0
33,41,65.19,2524.65,88.88,4,1,0,0,0,mensual,efectivo,fibra,sur,0
61,19,57.65,1006.99,141.21,3,1,0,0,0,anual,credito,cable,oeste,0
20,58,72.11,4269.73,132.8,4,1,1,5,0,anual,debito,cable,sur,0
68,43,43.14,1870.84,111.23,2,0,1,2,0,bianual,debito,fibra,centro,1
73,57,77.85,4435.33,105.36,1,1,1,3,3,mensual,transferencia,fibra,centro,0
54,46,43.69,2044.96,169.24,1,1,1,0,0,bianual,efectivo,fibra,norte,1
46,32,94.57,2788.31,206.39,1,0,1,0,1,anual,debito,fibra,norte,0
60,62,34.12,2095.11,18.2,2,0,1,0,0,mensual,debito,movil,norte,1
76,35,45.33,1567.25,181.53,4,1,0,0,0,anual,debito,cable,centro,0
58,69,72.51,5024.79,121.0,1,1,1,2,1,mensual,credito,cable,norte,0
55,72,94.96,6939.71,131.83,3,1,1,3,0,anual,debito,cable,sur,0
49,43,70.67,2994.98,187.58,4,0,0,2,0,mensual,transferencia,fibra,oeste,0
20,49,75.13,3842.69,5.0,4,1,0,2,0,mensual,debito,fibra,centro,1
25,19,65.32,1124.27,160.74,4,0,1,0,0,bianual,debito,cable,sur,0
28,59,46.52,2827.93,184.12,1,1,1,2,1,bianual,transferencia,movil,norte,1
21,49,56.18,2690.53,85.57,1,0,1,2,1,mensual,transferencia,movil,sur,1
50,65,43.19,2947.49,50.3,4,1,0,1,0,anual,debito,cable,sur,1
42,20,41.98,866.1,202.0,1,1,0,2,1,bianual,transferencia,cable,norte,0
18,57,72.23,3972.38,32.18,4,1,1,2,0,mensual,debito,movil,oeste,1
50,34,44.78,1534.91,140.93,4,1,1,1,1,anual,debito,movil,centro,0
55,14,70.75,1038.57,171.16,2,1,0,2,0,mensual,debito,ninguno,oeste,0
30,13,41.57,567.46,139.83,4,0,1,4,1,anual,debito,fibra,centro,0
71,41,70.33,2922.99,148.23,1,0,0,0,1,mensual,debito,fibra,norte,0
37,24,56.2,1321.81,106.75,1,1,0,1,2,anual,transferencia,cable,centro,0
37,8,90.32,655.46,143.14,2,0,1,1,0,mensual,transferencia,fibra,norte,0
74,31,70.83,1998.46,84.58,1,1,1,0,1,mensual,debito,fibra,norte,1
69,48,87.24,4257.48,91.05,2,1,1,3,0,anual,debito,movil,norte,1
41,23,51.4,1243.12,121.78,2,1,1,2,0,mensual,debito,cable,oeste,0
74,69,66.01,4783.9,43.01,2,0,0,2,2,bianual,credito,cable,centro,0
54,57,47.34,2693.41,148.85,2,1,0,1,0,mensual,transferencia,fibra,centro,0
33,37,57.56,2163.02,5.0,1,1,1,0,3,mensual,debito,cable,centro,1
45,68,60.28,4117.16,138.14,3,1,1,2,0,anual,credito,cable,norte,0
46,32,51.93,1765.73,142.84,4,1,0,2,2,mensual,credito,fibra,centro,0
20,11,43.12,412.6,80.27,2,1,1,5,0,anual,transferencia,fibra,norte,0
37,3,39.56,136.75,58.3,1,1,1,1,0,mensual,debito,cable,norte,0
58,68,22.88,1559.11,99.59,4,1,0,2,0,anual,debito,movil,sur,0
35,70,45.99,3308.53,151.98,4,1,0,4,1,anual,debito,fibra,norte,0
54,54,76.29,4386.27,137.28,2,0,0,2,1,mensual,credito,fibra,centro,1
18,8,36.23,329.56,64.42,2,1,1,1,0,mensual,credito,fibra,centro,1
31,22,40.37,714.77,125.28,3,1,0,2,0,mensual,credito,fibra,centro,0
32,3,97.24,151.07,133.1,4,0,0,2,0,bianual,debito,cable,oeste,0
57,4,53.54,340.78,130.98,1,0,1,3,0,mensual,debito,fibra,sur,0
66,18,70.78,1074.37,70.67,2,1,0,0,2,mensual,credito,fibra,centro,0
42,42,76.56,3253.5,127.79,4,1,1,1,0,mensual,debito,ninguno,sur,0
72,5,76.93,296.97,165.89,1,1,1,2,1,anual,efectivo,fibra,norte,1
77,71,37.6,2993.36,146.85,1,0,0,1,1,mensual,transferencia,cable,oeste,1
35,33,60.84,1862.25,140.57,4,1,1,1,1,mensual,debito,ninguno,centro,1
43,19,35.87,602.1,202.13,4,0,1,1,2,bianual,credito,cable,centro,0
20,38,109.03,4236.9,128.39,2,1,1,1,1,bianual,debito,fibra,sur,0
39,57,36.29,2040.71,77.9,4,1,1,2,0,bianual,efectivo,fibra,oeste,0
63,23,46.14,974.92,78.06,2,0,1,0,1,anual,credito,movil,centro,0
