customer_age,tenure_months,monthly_charge,total_charges,avg_monthly_usage_gb,num_products,has_streaming,has_security_pack,support_tickets,late_payments,contract_type,payment_method,internet_service,region,is_promo
64,72,142.9335,9083.06,149.21,3,1,0,3,1,mensual,transferencia,fibra,norte,0
40,27,61.927499999999995,1601.93,207.32,4,1,1,1,1,mensual,transferencia,movil,oeste,0
73,42,65.18199999999999,2384.65,46.37,1,1,1,5,1,mensual,debito,fibra,norte,1
67,56,73.65749999999998,3298.14,162.27,4,1,1,5,2,anual,debito,fibra,norte,1
65,27,108.38749999999999,2406.32,94.18,2,1,1,3,2,mensual,efectivo,cable,centro,0
71,54,47.173,2138.0,135.89,1,0,1,1,1,anual,credito,cable,centro,0
67,37,54.314499999999995,1866.45,180.8,4,1,0,3,2,anual,credito,movil,centro,0
20,49,88.15899999999999,3723.02,191.52,2,1,0,2,1,mensual,credito,cable,oeste,1
67,9,78.5105,585.17,132.49,4,0,1,2,1,mensual,debito,fibra,centro,1
40,39,115.782,4012.67,119.11,1,1,1,3,2,mensual,transferencia,fibra,sur,0
47,19,105.08699999999999,1902.8,132.72,2,0,1,2,1,mensual,debito,movil,norte,0
33,15,45.022499999999994,467.3,104.03,2,1,0,6,2,bianual,transferencia,fibra,centro,0
75,16,93.51799999999999,1072.36,135.49,2,0,0,1,2,mensual,transferencia,fibra,oeste,1
32,6,105.76549999999999,547.47,60.83,2,0,0,2,1,mensual,credito,cable,norte,1
64,8,69.50599999999999,345.07,133.91,1,1,0,2,1,mensual,efectivo,ninguno,norte,1
57,70,89.95299999999999,5420.86,115.86,4,1,1,2,1,mensual,transferencia,movil,sur,1
69,10,82.1675,678.89,129.79,1,1,1,1,3,mensual,transferencia,fibra,norte,0
64,14,69.48299999999999,805.19,103.36,3,1,1,8,2,mensual,transferencia,fibra,centro,1
50,70,58.535,3550.54,137.9,3,0,1,2,1,mensual,credito,cable,centro,0
41,42,54.4985,1984.17,128.48,1,1,0,3,2,anual,efectivo,fibra,oeste,0
20,19,85.2725,1409.17,143.67,1,1,1,5,1,anual,debito,fibra,oeste,0
65,33,90.3785,2525.33,208.47,4,0,0,1,1,mensual,transferencia,fibra,centro,0
77,66,53.888999999999996,3253.12,121.11,2,0,1,5,1,bianual,efectivo,ninguno,norte,0
48,24,110.66449999999999,2472.57,172.72,4,0,1,1,1,mensual,transferencia,movil,centro,0
49,23,43.59649999999999,777.89,57.97,4,0,0,3,1,bianual,efectivo,fibra,centro,1
70,2,44.344,136.96,96.99,3,0,1,2,3,anual,efectivo,ninguno,centro,0
54,63,62.11149999999999,3288.41,126.55,2,1,0,4,1,mensual,credito,movil,sur,0
69,33,87.80249999999998,2549.75,20.32,3,1,1,4,1,bianual,debito,ninguno,centro,0
73,17,92.7475,1391.11,108.63,3,1,1,1,2,mensual,efectivo,movil,norte,0
57,71,41.055,2606.46,176.48,4,1,0,1,2,anual,debito,movil,centro,0
24,57,73.81849999999999,3702.08,198.59,3,1,1,1,1,mensual,debito,fibra,centro,0
49,37,88.987,2957.93,132.12,4,1,0,1,2,mensual,transferencia,cable,sur,0
43,66,32.76349999999999,1677.92,205.94,3,0,0,3,1,anual,transferencia,cable,norte,0
47,71,61.3525,3707.25,98.44,3,0,0,1,1,bianual,credito,cable,oeste,0
30,25,94.4035,2020.78,91.47,4,0,1,2,2,anual,debito,cable,sur,0
54,15,78.13099999999999,1088.84,105.56,2,1,0,1,2,bianual,transferencia,ninguno,sur,1
45,1,64.9405,55.47,45.26,2,0,0,4,1,anual,efectivo,fibra,norte,1
64,12,91.20649999999999,1110.38,204.0,2,1,1,3,2,anual,debito,fibra,oeste,0
69,2,27.691999999999997,94.44,160.26,2,1,0,3,1,mensual,credito,fibra,centro,1
39,49,68.03399999999999,2528.92,111.49,4,1,0,2,4,bianual,credito,fibra,centro,0
27,33,63.894,1998.19,89.13,3,1,0,3,2,anual,debito,cable,sur,0
29,44,111.136,4266.0,76.01,4,1,1,3,1,bianual,credito,cable,norte,1
46,15,89.0445,1111.16,86.2,2,1,1,2,1,anual,debito,movil,sur,0
58,19,50.36999999999999,872.71,98.98,4,1,1,2,2,mensual,debito,movil,norte,0
55,58,75.09499999999998,3754.83,93.92,4,0,0,3,1,anual,credito,cable,centro,1
73,5,63.916999999999994,151.52,189.94,3,1,0,1,3,mensual,efectivo,movil,norte,0
47,68,84.17999999999999,4986.68,101.65,3,1,1,2,1,anual,debito,cable,oeste,1
62,59,55.199999999999996,2786.6,147.7,3,0,0,3,1,mensual,credito,cable,oeste,0
70,39,84.27199999999999,2621.7,45.25,1,1,0,3,3,mensual,debito,fibra,centro,0
42,14,82.892,921.77,96.1,3,1,1,2,1,mensual,debito,ninguno,centro,0
27,59,67.4705,3369.2,139.69,1,1,0,1,1,anual,transferencia,fibra,norte,0
71,39,86.3535,2957.02,43.61,3,1,1,3,2,anual,transferencia,movil,sur,0
68,44,72.1165,2740.69,82.44,1,1,1,5,3,anual,credito,movil,centro,1
55,72,79.82149999999999,5044.36,70.87,3,1,1,4,1,mensual,credito,movil,oeste,1
35,56,76.08399999999999,3657.54,120.13,4,0,1,2,1,mensual,debito,fibra,oeste,1
27,32,56.833,1546.95,155.71,4,1,0,1,2,mensual,credito,fibra,oeste,1
35,47,79.81,3270.75,108.54,3,1,0,1,1,bianual,efectivo,fibra,sur,0
63,18,61.846999999999994,868.43,50.53,1,1,0,1,1,anual,debito,cable,sur,1
63,69,60.949999999999996,3763.88,105.24,3,1,0,3,2,bianual,credito,cable,sur,1
28,29,114.264,2816.58,90.39,2,1,1,3,1,anual,credito,fibra,centro,1
49,29,81.535,1817.82,102.64,1,1,0,2,1,mensual,efectivo,fibra,centro,1
60,52,28.324499999999997,1327.65,192.27,1,1,0,2,1,anual,credito,fibra,norte,0
38,70,82.3975,4866.46,79.19,2,0,1,1,2,anual,debito,fibra,sur,1
53,48,122.935,4959.78,114.43,1,0,0,3,2,mensual,transferencia,fibra,centro,0
65,53,45.7815,2086.65,146.38,1,0,0,2,2,mensual,credito,cable,norte,0
67,13,106.34049999999999,1086.22,41.61,3,1,1,4,2,bianual,transferencia,cable,centro,1
45,18,83.85799999999999,1304.24,153.92,1,1,0,4,2,anual,efectivo,cable,oeste,0
59,13,64.05499999999999,935.2,157.74,3,1,1,1,1,mensual,credito,cable,sur,1
56,68,55.3035,3227.11,158.1,1,1,0,3,1,mensual,transferencia,movil,centro,0
28,53,98.969,4478.41,47.32,4,1,0,4,1,bianual,efectivo,movil,centro,1
47,42,113.988,4131.24,33.89,1,1,0,5,1,bianual,transferencia,fibra,centro,1
44,48,92.4945,3706.12,112.64,2,0,1,2,2,bianual,efectivo,cable,norte,1
45,25,87.3885,1822.98,27.17,1,0,0,5,2,mensual,debito,movil,sur,0
42,1,103.385,158.26,151.14,2,0,0,2,2,mensual,credito,cable,norte,0
43,67,57.086,3443.16,119.79,2,1,0,3,2,anual,transferencia,fibra,centro,0
47,38,65.35449999999999,2190.43,65.55,2,0,1,5,2,mensual,debito,fibra,oeste,0
34,9,117.49549999999999,973.2,183.61,1,1,1,3,2,bianual,credito,fibra,sur,0
77,17,91.586,1428.83,119.17,1,1,1,1,1,anual,debito,fibra,norte,1
23,64,90.2865,5210.02,99.93,3,1,1,2,1,mensual,credito,fibra,centro,0
57,21,95.69149999999999,1699.12,128.04,3,1,0,1,1,mensual,debito,cable,centro,1
25,6,63.43399999999999,428.02,95.55,2,1,0,4,1,bianual,debito,fibra,centro,1
49,48,41.2735,1896.29,117.84,3,1,0,2,1,anual,transferencia,movil,centro,1
47,70,129.12199999999999,7793.98,53.81,2,0,0,3,1,mensual,credito,fibra,norte,0
69,61,87.469,4567.73,94.74,3,1,0,3,2,anual,credito,fibra,sur,1
32,9,56.384499999999996,322.78,177.03,2,0,1,2,1,anual,debito,fibra,norte,1
37,28,94.645,2365.24,178.2,4,1,0,2,5,bianual,debito,cable,centro,1
77,46,84.0075,3397.69,128.59,2,1,0,2,1,bianual,efectivo,fibra,centro,0
75,34,62.605999999999995,1933.6,178.91,4,0,1,3,1,anual,credito,movil,norte,1
60,58,85.4335,4591.23,14.12,3,1,0,2,1,bianual,credito,movil,centro,1
47,47,70.2075,2770.95,33.43,3,1,0,3,2,mensual,efectivo,movil,norte,0
52,7,66.562,474.85,71.67,1,1,1,3,1,mensual,efectivo,fibra,norte,0
62,14,86.14649999999999,749.0,125.19,2,1,0,2,3,mensual,transferencia,fibra,oeste,1
68,40,38.2835,1481.02,34.74,2,1,0,3,2,mensual,transferencia,movil,centro,0
37,62,86.3535,4682.34,70.53,3,0,0,2,3,anual,credito,movil,centro,0
65,34,59.69649999999999,1765.9,195.17,2,0,0,3,3,mensual,debito,movil,sur,1
33,61,74.57749999999999,3748.54,163.42,4,0,1,2,1,mensual,transferencia,fibra,sur,0
18,50,92.75899999999999,4110.72,151.01,1,1,0,3,2,bianual,transferencia,cable,oeste,1
65,55,77.8205,3684.82,130.46,3,1,0,4,1,mensual,credito,fibra,centro,0
73,34,117.3,3485.93,87.2,4,0,0,2,2,mensual,transferencia,fibra,centro,1
23,69,78.45299999999999,4740.26,137.46,2,0,1,1,1,mensual,debito,cable,norte,0
64,30,59.9265,1640.06,141.69,4,1,1,2,2,mensual,credito,cable,norte,0
45,64,108.78999999999999,5962.95,136.23,2,1,1,2,2,anual,debito,cable,sur,0
62,60,54.141999999999996,2696.2,99.52,2,0,0,1,1,bianual,transferencia,fibra,norte,1
34,41,85.652,3243.52,165.86,4,1,1,2,1,mensual,debito,fibra,sur,1
33,25,61.754999999999995,1366.3,118.89,4,1,1,3,2,mensual,efectivo,cable,norte,1
58,59,110.975,5730.29,223.12,1,0,0,1,1,mensual,debito,fibra,sur,0
33,67,100.00399999999999,5905.61,150.49,1,1,1,5,3,mensual,debito,ninguno,centro,1
24,29,52.9,1342.57,58.09,1,1,1,3,2,mensual,efectivo,ninguno,norte,0
46,13,73.485,821.53,148.25,1,0,0,4,1,anual,efectivo,fibra,sur,0
64,30,96.9335,2453.76,110.4,4,1,0,1,2,mensual,debito,movil,sur,0
50,51,66.88399999999999,3154.43,113.42,1,0,0,2,1,anual,debito,cable,norte,0
25,16,65.9755,1002.7,46.59,1,0,0,2,2,mensual,debito,movil,centro,0
34,22,97.73849999999999,1893.19,167.78,2,0,1,2,1,bianual,debito,movil,oeste,1
33,14,48.76,673.04,79.02,4,1,1,6,1,mensual,transferencia,movil,sur,0
55,23,74.86499999999998,1516.62,75.71,4,0,1,3,2,anual,transferencia,fibra,norte,1
35,70,54.1535,3438.92,193.27,4,0,0,2,1,mensual,debito,cable,sur,0
73,5,86.7675,501.79,130.9,4,1,0,3,2,anual,efectivo,fibra,centro,0
75,25,86.3765,1866.52,123.09,3,1,1,5,4,mensual,credito,cable,sur,1
18,13,79.71799999999999,975.62,35.89,1,1,0,3,2,anual,efectivo,ninguno,sur,1
51,58,71.6565,3648.77,161.68,3,0,1,3,2,bianual,credito,fibra,centro,0
52,47,67.02199999999999,2797.15,92.14,3,0,0,1,2,mensual,debito,cable,oeste,1
37,24,64.63,1321.81,106.75,1,1,0,2,3,anual,transferencia,cable,centro,0
19,54,85.61749999999999,4070.99,196.65,4,0,1,2,2,anual,debito,movil,sur,0
25,39,47.40299999999999,1592.44,152.98,4,1,0,2,3,mensual,debito,fibra,sur,1
65,68,61.927499999999995,3651.02,183.21,3,0,1,4,2,bianual,credito,ninguno,norte,0
58,9,53.900499999999994,429.49,170.16,3,0,0,2,1,anual,credito,ninguno,sur,0
76,44,55.13099999999999,2152.26,114.92,3,1,0,1,2,anual,transferencia,movil,centro,0
59,33,56.177499999999995,1685.85,59.28,3,0,0,3,1,anual,debito,cable,centro,0
75,69,64.39999999999999,3635.82,127.81,4,1,1,2,1,bianual,debito,cable,centro,0
18,69,57.62649999999999,3730.46,212.49,4,1,1,1,2,mensual,transferencia,fibra,sur,0
58,22,91.16049999999998,1747.96,180.99,1,1,0,1,3,anual,debito,fibra,norte,0
53,14,98.48599999999999,1342.34,163.4,3,1,1,2,1,anual,transferencia,cable,norte,0
62,12,79.1315,1044.19,113.88,1,1,1,3,3,anual,credito,cable,centro,1
58,11,91.21799999999999,889.54,114.65,3,1,1,3,2,mensual,transferencia,movil,oeste,1
36,1,65.711,59.13,115.94,1,1,0,2,3,mensual,credito,fibra,centro,1
26,68,73.301,4039.67,76.44,4,1,1,2,4,anual,debito,movil,centro,1
44,26,83.53599999999999,2008.65,60.02,3,1,1,4,2,mensual,debito,movil,sur,1
44,53,85.18049999999998,3780.93,96.41,4,1,1,3,2,mensual,transferencia,fibra,oeste,1
67,37,61.74349999999999,2154.46,90.39,4,0,0,2,1,mensual,debito,fibra,centro,1
51,12,86.4455,929.1,178.29,4,0,0,1,1,mensual,credito,movil,sur,0
68,2,69.83949999999999,243.85,54.03,2,1,1,2,1,bianual,transferencia,fibra,centro,1
71,38,75.30199999999999,2455.29,129.01,1,0,0,2,2,bianual,credito,fibra,norte,1
68,33,69.13799999999999,2119.44,124.05,3,1,0,1,1,mensual,efectivo,cable,norte,0
31,28,87.814,2188.21,59.7,2,0,0,5,1,mensual,efectivo,cable,oeste,1
61,60,74.382,3829.15,122.72,1,1,0,2,1,anual,debito,fibra,oeste,0
52,70,66.654,4150.56,122.71,4,1,1,3,1,anual,debito,ninguno,centro,0
65,32,47.94349999999999,1135.72,222.65,1,0,1,2,1,mensual,transferencia,movil,oeste,0
24,48,113.0565,4887.35,141.53,2,1,1,2,1,mensual,debito,movil,centro,1
68,69,70.8055,4148.36,34.1,2,1,1,2,2,mensual,credito,fibra,centro,0
58,32,60.823499999999996,1776.65,87.14,2,1,0,1,1,mensual,transferencia,movil,centro,1
51,69,76.774,4721.28,75.64,4,0,1,2,1,mensual,credito,movil,centro,0
66,13,98.47449999999999,1058.7,160.55,2,0,1,1,1,mensual,credito,cable,centro,0
62,31,83.835,2236.18,133.27,1,0,0,4,1,mensual,debito,fibra,oeste,1
66,50,56.602999999999994,2404.25,162.26,3,1,1,2,1,mensual,debito,fibra,sur,0
65,39,85.56,2695.96,98.72,2,1,0,4,1,mensual,debito,cable,sur,1
55,20,68.931,953.75,114.26,4,1,0,3,1,bianual,debito,cable,norte,0
32,3,111.82599999999998,151.07,133.1,4,0,0,3,1,bianual,debito,cable,oeste,0
22,46,62.422,2446.54,159.74,2,1,0,2,1,bianual,credito,movil,norte,0
71,43,41.82549999999999,1453.18,103.78,4,1,0,1,3,mensual,credito,movil,centro,1
25,69,72.7605,4315.44,91.92,1,1,0,3,2,mensual,debito,fibra,centro,0
34,9,84.68599999999999,683.47,105.93,3,1,1,4,3,mensual,credito,cable,centro,0
41,71,73.81849999999999,4616.02,114.83,4,1,0,7,1,anual,efectivo,fibra,sur,0
18,18,59.857499999999995,922.51,103.78,4,1,0,2,2,anual,credito,movil,norte,0
20,5,85.445,458.32,51.4,4,1,0,1,2,mensual,debito,ninguno,centro,0
67,53,90.83849999999998,4265.26,47.12,4,0,0,1,2,bianual,debito,cable,centro,0
42,62,60.09899999999999,3233.83,87.56,3,1,0,2,1,anual,efectivo,movil,norte,1
54,4,96.70349999999999,423.67,119.29,4,0,0,2,2,bianual,efectivo,movil,sur,0
59,28,95.6685,2348.27,102.22,1,0,1,2,2,mensual,credito,fibra,norte,0
43,39,80.6955,2935.69,164.6,1,0,0,2,1,mensual,credito,fibra,centro,0
52,63,85.75549999999998,4594.22,113.89,3,1,0,2,3,mensual,debito,cable,oeste,1
55,26,40.571999999999996,748.43,179.43,1,0,0,2,3,mensual,credito,movil,centro,1
22,26,85.9395,1928.84,137.62,2,1,1,3,1,mensual,efectivo,fibra,sur,0
18,57,96.78399999999999,4740.64,147.46,4,0,0,4,4,mensual,credito,cable,centro,0
67,65,77.211,4174.77,40.83,1,1,0,1,2,anual,debito,fibra,sur,1
67,37,67.18299999999999,2113.85,188.57,1,1,0,2,2,mensual,credito,cable,sur,1
59,53,46.149499999999996,2246.07,160.59,2,1,1,4,2,mensual,credito,ninguno,oeste,1
53,63,59.754,3165.53,122.42,1,1,1,2,1,anual,transferencia,movil,centro,0
20,10,98.0375,990.95,78.75,2,1,0,3,3,anual,debito,cable,centro,1
47,35,102.91349999999998,3179.65,204.94,3,1,1,4,4,bianual,credito,movil,norte,0
77,40,77.5445,2755.17,66.49,3,1,1,1,2,mensual,credito,fibra,centro,1
36,26,74.704,1518.49,75.96,4,1,1,4,1,mensual,debito,movil,centro,0
70,49,74.04849999999999,3285.19,49.09,4,1,1,4,1,mensual,efectivo,fibra,oeste,0
23,19,80.30449999999999,1233.25,116.01,4,1,0,1,3,bianual,credito,fibra,oeste,1
23,7,86.05449999999999,353.65,118.87,1,1,1,3,2,anual,transferencia,movil,sur,1
46,70,69.3795,4106.01,5.0,1,1,0,3,1,mensual,credito,cable,centro,0
71,41,80.8795,2922.99,148.23,1,0,0,1,2,mensual,debito,fibra,norte,0
60,21,87.19299999999998,1588.62,159.31,1,0,1,1,1,mensual,credito,cable,centro,1
26,35,111.4005,3263.72,66.69,4,1,1,1,2,mensual,transferencia,movil,sur,0
49,38,58.971999999999994,1662.25,165.63,2,0,1,2,1,mensual,efectivo,fibra,sur,0
54,48,61.076499999999996,2553.12,42.64,3,0,1,2,2,mensual,debito,cable,sur,0
27,60,88.00949999999999,4512.5,139.89,3,1,1,2,2,anual,debito,movil,norte,0
33,23,63.698499999999996,1282.68,69.91,1,1,0,3,2,anual,credito,cable,oeste,0
77,49,86.93999999999998,3746.72,149.52,3,1,1,4,2,anual,transferencia,ninguno,centro,0
47,32,79.38449999999999,2283.2,31.17,4,1,1,4,1,mensual,debito,movil,norte,0
